,Key Word,Username,User_ID,Datetime,Favorite_count,Geo,Coordinates,Label,Text,Unnamed: 9,Unnamed: 10,Unnamed: 11
1655,bitch,twerkingeli,1.33E+18,11-11-2020 07:26,0,,,0,YOU REALLY HAD TO TWEET THAT????? IT’S JUST A CONE BITCH IHY! 😭 SHE’S DOING FINE! WE’RE GOOD LUV!,,,
2994,eat pussy,paulinthekut,1.33E+18,11-11-2020 08:02,0,,,1,Imma trynna eat pussy,,,
2272,Chode,DrMikeMorbius,1.33E+18,09-11-2020 22:56,1,,,0,"Lol, you are a chode.",,,
3393,slut,bratbabe666,1.35E+18,09-01-2021 09:03,0,,,1,If any slut wants to serve me and make sure to get on your knees already w your wallet out x findom domme femdom,,,
1654,bitch,natalivmoon,1.33E+18,11-11-2020 07:26,0,,,0,"the sagittarius energy in my chart is so strong, a bitch really just tryna live an exciting life....sometimes exciting means reckless and that’s ok",,,
99,Aroused,GermanyLufc,1.33E+18,10-11-2020 16:44,2,,,0,"Same here, bless his cotton socks. Unconfirmed, but he may get aroused by blocking people. Hope he has enough tissues.",,,
2252,byatch,theMaryPhillips,1.32E+18,03-11-2020 18:54,0,,,0,What a byatch,,,
398,Aroused,__Jaybeypes,1.33E+18,10-11-2020 17:32,0,,,1,"Of late this has been happening alot to me, I found myself aroused by how my fupa even curves, agh... 🔥🔥😍",,,
3528,suck,MezzyYo,1.33E+18,11-11-2020 13:00,0,,,1,Ben 10 banged dc suck ur mum,,,
2439,coochie,Olusola_Ak,1.33E+18,11-11-2020 07:16,2,,,1,"More reason why these babes suppose open up, give us this coochie, if e make sense coupled with other attributes things fit sup.... But na lie afi agidi 🙄",,,
3415,slut,TERRAMOUTHPIECE,1.35E+18,09-01-2021 08:47,1,,,1,"Stay back, slut.",,,
3434,slut,ytfbot,1.35E+18,09-01-2021 08:29,0,,,1,cock slut what the hell is this,,,
2730,dick beaters,Botkin26,1.32E+18,05-11-2020 06:35,0,,,0,"Hey You up? How many 30’s does Dr POTUS prescribe you a month? Do you take some sort of benzo to get the wheels to stop spinning or what? Oh yeah, I use 2 hands when I drink water out of a cup as well. I do it for fun. You got lil tiny dick beaters",,,
927,assclown,nicholasnicosia,1.33E+18,10-11-2020 03:32,0,,,1,We can go 0-16 and this assclown will never get fired.,,,
2840,eat me,AremoQueenIdia,1.33E+18,11-11-2020 10:48,0,,,0,Breakup can’t make me forget Food. after I eat I’ll be alright,,,
753,ass,Mianooooooooooo,1.33E+18,11-11-2020 06:54,0,,,1,"The ""this"" is not for your big ass",,,
1208,Balls,cricketcomau,1.33E+18,11-11-2020 07:15,36,,,0,Three wickets in 11 balls from Mitch Swepson to spin Queensland to victory! #SheffieldShield,,,
3567,whore,awesamdud3,1.33E+18,12-11-2020 19:13,5,,,0,i never said this but idk what whore means,,,
2817,dyke,tristanjamesact,1.33E+18,11-11-2020 10:31,1,,,0,I thought Dick Van Dyke in Mary Poppins was bad.,,,
495,Aroused,robotronica,1.33E+18,10-11-2020 13:59,1,,,1,"I watched the movie Space.Jam without becoming aroused, and I like Hades. Does that help at all?",,,
956,asslicker,danibermo,1.33E+18,07-11-2020 20:00,0,,,1,"Asslicker, it doesn’t matter who wins",,,
1525,big butt,_BabyyyD,1.33E+18,11-11-2020 01:47,0,,,1,My son gone be a BIG steppa 🦍chunky butt lol 💙,,,
939,asslick,elliasajadi,1.33E+18,10-11-2020 22:28,0,,,1,Shameful lots. Y'all are just as gullible and clueless as the govt you asslick.,,,
3249,semen,areamonarch,1.33E+18,11-11-2020 07:02,0,,,1,Niggas that listen to Kodak black semen taste like Battery Acid,,,
1858,bite me,managerphaul,1.33E+18,11-11-2020 06:42,0,,,1,I hate writing paragraphs too. Let me bite you in person,,,
1969,boobies,monte_luxe,1.33E+18,11-11-2020 06:33,3,,,1,Hehehhe let’s talk soon!! I want to see you and squishhhh you with these huge new boobies 😂🍌💋,,,
2342,Clit,LxReine,1.33E+18,11-11-2020 02:49,0,,,1,"Play with my food, play with my tits No game so the money make me play with my clit",,,
890,assbandit,_AssBandit_,1.32E+18,02-11-2020 20:08,1,,,0,I really can't wait to have a beautiful beachside picnic at sunset,,,
1680,bitch,OGaquafina,1.33E+18,11-11-2020 07:26,0,,,0,Bitch you said you were coming back ima leave your shit outside stop playing,,,
899,assblaster,ChainlinkoracIe,1.32E+18,03-11-2020 18:39,0,,,0,"guys it’s assblaster, my original account got suspended, please help me get my $link frens back",,,
2108,Breast Job,tmj_wa_onclgy,1.33E+18,10-11-2020 23:15,0,"{'type': 'Point', 'coordinates': [47.61, -122.33]}","{'type': 'Point', 'coordinates': [-122.33, 47.61]}",0,"Looking to score a job at Swedish? You're in luck. Click the link in our bio for the job description and information on how to apply: Breast Medical Oncology Advanced Practice Clinician #oncology #Seattle, WA",,,
2617,cunt,chattererceno,1.33E+18,11-11-2020 09:39,0,,,1,Nah most of it is insanely retarded And I don't care for your bitch ass whining when we call some deranged cunt a deranged retard,,,
2674,Cuntass,mulleane,1.33E+18,10-11-2020 13:02,0,,,0,"International Law :3, these 2 words will shut ur cuntass up, say whatever u want now",,,
2160,Breast Man,DawnieshaAWN,1.33E+18,11-11-2020 03:13,1,,,1,Just want my own man that I could fall sleep with my breast in his hand 😩is that too much?,,,
559,ass,RoseanneGarris3,1.33E+18,11-11-2020 06:56,0,,,0,I’ve never seen such a bunch of sorry ass sore losers,,,
2641,cunt,AmoakoDarko,1.33E+18,11-11-2020 09:07,0,,,1,"Apart from 3 of my friends, any boy that gets heartbroken deserves it imo. That's what you get for being a loving, trustin…",,,
458,Aroused,_Dryadxlis,1.33E+18,10-11-2020 15:06,0,,,1,"No, we're not! We're easily aroused, but not always!",,,
2933,eat pussy,SimonNaylor15,1.33E+18,11-11-2020 08:58,0,,,1,I always eat pussy first and make sure the ladies cum before I recieve any pleasure. 😘,,,
1187,Balls,EditforIndies,1.33E+18,11-11-2020 07:20,0,,,0,These tiny balls of fluffiness are corgis and they're just 3 weeks old #dogs via landpsychology,,,
373,Aroused,_SRGX,1.33E+18,10-11-2020 18:11,0,,,1,If my energy alone doesn’t get you aroused then I ain’t the one for you.,,,
683,ass,rebxrth__,1.33E+18,11-11-2020 06:55,0,,,0,my anxiety kicking my ass rn,,,
1713,bitch ass,HarukiIrl,1.33E+18,11-11-2020 07:44,1,,,0,Lucky ASS BITCH 💔,,,
3028,eat pussy,oouwap,1.33E+18,11-11-2020 07:46,0,,,1,ya mcm eat pussy with his ass up,,,
138,Aroused,tj_flyordie,1.33E+18,11-11-2020 05:32,0,,,1,"Something in your blouse got me feeling so aroused, what you about!",,,
213,Aroused,DrLaurieMintz,1.33E+18,10-11-2020 23:03,1,,,1,Interesting! Not heard this before but I have an educated guess. Maybe as you've aged you've gotten more comfortable with what you need and are waiting to have penetration until more aroused? Thoughts?,,,
1476,big butt,EscaleraMatthew,1.33E+18,11-11-2020 06:34,0,,,0,NIGHTLY REMINDER YOU CAN DO ANYTHING YOU SET YOUR MIND TO SO BE SURE TO DREAM BIG AND WORK YOUR BUTT OFF TO MAKE IT HAPPE…,,,
872,assbandit,_AssBandit_,1.32E+18,04-11-2020 18:43,17,,,0,"I'll be moving out and can't take all my books with me, so I'll be selling em 🥺 hmu pls ♡",,,
1189,Balls,_sophiamartin_,1.33E+18,11-11-2020 07:20,0,,,0,Enjoy your covid balls.,,,
1280,Balls,mars_seven,1.33E+18,11-11-2020 07:22,0,,,0,🎶 Days ago near the town of Queens Came a guy with the charisma of a kidney bean Got the press to the 4 Seasons &amp; they al…,,,
2225,butt,Mkhizesipsyd,1.33E+18,11-11-2020 08:05,1,,,1,It only slaps when she's got a nice butt.,,,
1461,big butt,StratScorpion,1.33E+18,10-11-2020 13:50,0,,,0,"MH? And yeah, its good news with a big bug butt...",,,
1190,Balls,byghostpop,1.33E+18,11-11-2020 07:20,0,,,0,BILLIARD BALLS IN A BLENDEF,,,
376,Aroused,bullishactivity,1.33E+18,10-11-2020 18:09,1,,,1,I’m aroused,,,
490,Aroused,RavenHairedYen,1.33E+18,10-11-2020 14:08,3,,,1,"The thought of a big, hunky, sweaty Cerberus in her room is making her more aroused than she’d care to admit.",,,
1598,bitch,jus_tamon,1.33E+18,11-11-2020 07:27,0,,,0,"I love jokingly saying “wrong bitch” just to see how people react, y’all memory is ass",,,
2026,boobies,EvolvedAura,1.33E+18,11-11-2020 06:32,1,,,1,hehe boobies 😏,,,
3048,eat pussy,kidcanonsghost,1.33E+18,11-11-2020 07:28,0,,,1,bout to eat the pussy and as she spread her legs that thang queefed on ya boy 😭,,,
1000,Bad Fuck,woewav,1.33E+18,11-11-2020 07:09,0,,,0,down bad but fuck it we ball,,,
1272,Balls,itsallenglines,1.33E+18,11-11-2020 07:23,0,,,0,Who? Oh the washed up actor who now devoted himself to edgy delusions of intellect and gargling Trump’s balls? I remember him!,,,
3247,semen,chase14olson,1.33E+18,11-11-2020 04:54,0,,,0,And the profile didn't match the semen that was left at the scene.,,,
758,ass,LeilanimSui,1.33E+18,11-11-2020 06:54,0,,,1,Came to the conclusion that I need a lovey Dovey ass man,,,
381,Aroused,PuaziMom,1.33E+18,10-11-2020 17:58,1,,,1,"""Babe? So soon?"" Cass moans loudly, clearly quite aroused by the whole situation",,,
661,ass,CeeJay_ZAR,1.33E+18,11-11-2020 06:55,0,,,0,"responding to a comment that was 5 days ago? broke ass nigga had no data for 5 days, 5😭",,,
993,Bad Fuck,yeoohbi,1.33E+18,11-11-2020 07:12,0,,,0,"I swear nothing annoys me more about Kacchan than how much of a FAKE delinquent he is. Awww man he's such a ""bad boy"" f…",,,
119,Aroused,msfour,1.33E+18,10-11-2020 15:24,3,,,0,“... which appreciates the historic role of fossil fuel systems in buttressing white patriarchal rule. Petro-masculinity is helpful to understanding how the anxieties aroused by the Anthropocene can augment desires for authoritarianism.”,,,
2174,brothel,s_langers,1.33E+18,11-11-2020 04:52,0,,,0,Bye bye brothel business,,,
737,ass,Achisomm,1.33E+18,11-11-2020 06:55,0,,,1,Wahala for whose ass isn’t fat enough,,,
2159,Breast Man,Anne51474431,1.33E+18,11-11-2020 03:51,0,,,1,"hey anyone else stop to think, what does the man child Trump have on Daddy Breast feeder Sean🤔🤔🤔🤔🤔 hmmmm intriguing, very very intriguing, you like urine Sean? Get handsi at an Epstein party? You ever screwed over a Scotland person? You got covid? Rabies? How do",,,
1444,big butt,Iv_xiis,1.33E+18,11-11-2020 04:07,0,,,0,White people in movies really be mad their butt big,,,
1836,bite me,__miiiranda,1.33E+18,11-11-2020 07:59,0,,,1,It’s takes me so much to bite my tongue but mfs better be thankful I do 🤣😂,,,
1400,bastard,oyibutter,1.33E+18,11-11-2020 07:25,0,,,0,"My fwb showed me pepper. I caught bastard feelings. I went to his friend and said ""I think I have feelings for D"" his fri…",,,
383,Aroused,wickedlxa,1.33E+18,10-11-2020 17:52,0,,,1,If my energy alone doesn’t get you aroused then I ain’t the one for you.,,,
781,ass,acidicxworld,1.33E+18,11-11-2020 06:56,0,,,1,"There's something so satisfying about making a tweet that exactly hits Twitters 280 Character limit. Anyway, Big Tiddies Ani…",,,
2488,cunnilingus,Mads_in_Zero,1.33E+18,11-11-2020 07:20,0,,,0,"do. do people know that the ""tongue between index and middle fingers"" gesture isnt just a ""lesbian gesture"" but is miming…",,,
2431,coochie,ThatsLudaChriss,1.33E+18,11-11-2020 08:20,1,,,1,Don’t give no coochie to no lame niggas if you want me in it,,,
1881,boobies,gwsafi,1.33E+18,11-11-2020 07:23,1,,,0,yeah cus boobies,,,
1050,Bad Fuck,godmothermarria,1.33E+18,11-11-2020 06:49,0,,,0,to my micronesian girls with toxic families and forced beliefs: life’s too mf short. wear whateva the fuck you want.,,,
2051,boobs,danielm_1026,1.33E+18,11-11-2020 08:10,0,,,0,boobs are so cool,,,
897,assblaster,scumcreep,1.32E+18,05-11-2020 00:17,3,,,0,Assblaster underestimated,,,
1143,Ball licker,herbnan13,1.33E+18,10-11-2020 19:26,3,,,0,Who is Trump’s biggest ball licker?,,,
1546,big butt,KevinHa30291494,1.33E+18,10-11-2020 16:45,4,,,1,You look so hot in that outfit!! I really like your big boobs and your big butt!!,,,
3363,slut,DoItPorn,1.35E+18,09-01-2021 09:30,0,,,1,Skinny slut creamed all over her pussy,,,
2601,cunt,skellster84,1.33E+18,11-11-2020 09:09,0,,,0,Piers Morgan wants people who refuse to take the COVID vaccine to be banned from travelling. Authoritarian cunt.,,,
1153,Ball licker,JeanPevin,1.33E+18,09-11-2020 21:47,0,,,0,You’ll never be a yes man or ball licker like those guys in the whitehouse,,,
1005,Bad Fuck,BrianN_I_Guess,1.33E+18,11-11-2020 07:07,0,,,0,11. how did we fuck up so bad that people think this dementia dinglehead was a good person for president,,,
3010,eat pussy,_lyne19,1.33E+18,11-11-2020 07:53,1,,,1,more like eat the pussy but Heyy😂🤷🏽‍♀️,,,
3589,whore,dougjewell831,1.33E+18,12-11-2020 19:14,0,,,1,The media lied and there is no way the American people will accept a dementia patient and a whore to lead this country!,,,
1725,bitch ass,alyciaaareneee,1.33E+18,11-11-2020 06:45,1,,,0,somebody get this disrespectful ass bitch out of my notifications,,,
1672,bitch,cyphershuyoo,1.33E+18,11-11-2020 07:26,0,,,0,I WANNA SEE U BITCH,,,
3264,skank bitch,izzyzipline,1.32E+18,04-11-2020 01:20,3,,,0,Skank is such a funny word please bring it back into usage like how friends call eachother bitch . It sounds like skunk but better,,,
3204,pusy,andrej19_78,1.33E+18,11-11-2020 03:35,0,,,1,Mmmmmm nice pusy and legs toes and soles,,,
843,ass cowboy,chariotchoogIe,1.33E+18,09-11-2020 18:55,2,,,0,i see mickey in hats that resemble cowboy hats and my texan ass goes absolutely insane,,,
2179,brotherfucker,matsusimp,1.33E+18,09-11-2020 23:43,1,,,0,does this make sense? No is it my new hc cause I'm a filthy degenerate brotherfucker? Yes,,,
3280,skank bitch,kombucha_kw33n,1.33E+18,08-11-2020 18:14,0,,,1,this man is the ugliest skank bitch i've ever met. DO NOT TRUST HIM. he is a F U G L Y S L U T,,,
958,asslicker,CyrusNotVyrus,1.33E+18,07-11-2020 09:02,0,,,1,Premium asslicker.,,,
3587,whore,GrahamNetter,1.33E+18,12-11-2020 19:16,0,,,1,"Boo, you grool whore",,,
3132,prostitute,mom_resistance,1.33E+18,11-11-2020 03:29,0,,,0,There seems to be a prostitute for every traitor.,,,
433,Aroused,HonnePiper,1.33E+18,10-11-2020 16:06,0,,,1,But don't guys get aroused from their D? So from butt they just clench it? Bottoms***,,,
2305,Clit,chubbybunnybby,1.33E+18,11-11-2020 08:54,0,,,1,Need to get my clit wet,,,
1479,big butt,AdamHofer15,1.33E+18,11-11-2020 06:30,0,,,0,NIGHTLY REMINDER YOU CAN DO ANYTHING YOU SET YOUR MIND TO SO BE SURE TO DREAM BIG AND WORK YOUR BUTT OFF TO MAKE IT HAPPE…,,,
2129,Breast Job,MDProviderJobs,1.33E+18,08-11-2020 16:54,0,,,0,"Join the University of Maryland Medical S... team! See our latest job opening here: #Healthcare #BelAir, MD",,,
3174,puss,wet4kakashi,1.33E+18,11-11-2020 04:45,0,,,1,Jey has a phat puss or gilgamesh has big cock. I get those mixed up 🙄,,,
267,Aroused,licprospero,1.33E+18,10-11-2020 21:17,0,,,1,#Words #Art &amp; #goodnight “So perfect was Naoko’s physical beauty now that it aroused nothing sexual in me.” Haruki Mur…,,,
3490,slutwhore,foxfeedssheeple,1.33E+18,09-11-2020 23:18,0,,,1,slutwhore,,,
345,Aroused,radicajumps3,1.33E+18,10-11-2020 18:47,1,,,1,This is almost ASMR but I’m too aroused to relax,,,
3394,slut,Raf02782909,1.35E+18,09-01-2021 09:02,0,,,1,Two lucky cocks...you're a wonderful slut�,,,
68,Aroused,vegasdude83,1.33E+18,10-11-2020 19:58,0,,,0,The GOP does not have a good faith belief that the electoral outcome can be changed. They’re doing four things : rou…,,,
921,assclown,ElJefeTheChief,1.33E+18,11-11-2020 03:23,0,,,1,"Hey assclown, this has nothing to do with science. Cuomo is saying the Trump administration lacks the competence and organizational skills required to effectively distribute a vaccine, and he's 100% correct.",,,
1633,bitch,kendra_marie___,1.33E+18,11-11-2020 07:26,0,,,0,Bitch I think he’s waiting for me to hit his line I left him on open for a week 😂😭,,,
2878,eat pussy,kinky_empath,1.33E+18,11-11-2020 10:07,0,,,1,When straight girls eat pussy. That was horrible,,,
1973,boobies,LostBeyo,1.33E+18,11-11-2020 06:07,2,,,1,Damn babe ur boobies are totally awooga worthy,,,
463,Aroused,ATIChannel,1.33E+18,10-11-2020 14:56,2,,,1,"I don’t remember this scene in Parks &amp; Rex, and knowing the character, it’s probably supposed to be witheringly disappointed, angry, and dismissive, but... Why am I so aroused? (It’s probably because she’s disappointed, angry, and dismissive. I have a type.)",,,
1040,Bad Fuck,ThereGoDizz,1.33E+18,11-11-2020 06:55,0,,,0,"Oh yea most definitely, im just saying shots rang out niggas scattered .. ion understand how da fuck out 30 niggas nobody was strapped up .. like, youd think quando nem get crowded and/or shit tf up bad",,,
2890,eat pussy,DavvyWilliam_,1.33E+18,11-11-2020 09:49,0,,,1,Me looking at the pussy before I eat.,,,
799,ass cowboy,punishedZdenko,1.33E+18,11-11-2020 04:08,0,,,0,"I drive a Suzuki samurai, I wear big ass ornate cowboy boots, and I’m looking for justice.",,,
550,ass,BoenaSvoabo,1.33E+18,11-11-2020 06:56,0,,,0,"Actually, it’s an embarrassment you’re standing in front of that dumb ass sign with that Maduro-like stupid grin on your…",,,
1550,big butt,AndGeoWill,1.33E+18,10-11-2020 13:36,0,,,1,“🎶 Pitcher’s got a big butt! 🎶”,,,
1771,bitchtits,NightotheCorpse,1.33E+18,07-11-2020 19:27,1,,,0,copium's gonna run out soon bitchtits,,,
2546,cunt,pugosupo,1.33E+18,11-11-2020 09:27,0,,,0,it's wild how friendly jordies is continually forgiven and platformed and supported and given opportunity after opportunity to produce good political commentary and he just can't help constantly being a massive cunt and fucking everything up for himself.,,,
941,asslick,askw88,1.33E+18,10-11-2020 10:28,2,,,1,Europe is ready...to asslick america again,,,
2234,butt,whoisshamiya,1.33E+18,11-11-2020 07:48,0,,,1,can i maybe put my thumb in yo butt?,,,
2216,butt,hoodiejaee,1.33E+18,11-11-2020 08:18,0,,,1,sex cock penis butt secks cock,,,
428,Aroused,ChrissyCmc,1.33E+18,10-11-2020 16:10,4,,,1,😂😂😂You have slightly aroused Fred...now that is an accomplishment!! 😍,,,
2513,cunt,treskadeka,1.33E+18,11-11-2020 09:45,0,,,0,Piers Morgan wants people who refuse to take the COVID vaccine to be banned from travelling. Authoritarian cunt.,,,
881,assbandit,_AssBandit_,1.32E+18,03-11-2020 11:38,0,,,0,🥺🥺🥺 yani I'm forgettable,,,
2438,coochie,sh3s0shyyy,1.33E+18,11-11-2020 07:16,0,,,1,🥺put the coochie in the bag🥺,,,
840,ass cowboy,strappy_papi,1.33E+18,09-11-2020 21:30,1,,,0,"I promise, lol. Ain’t wanna help her no way with this trash ass Dallas cowboy shirt she got on 😭😂",,,
1779,bitchtits,ZacCoffman,1.32E+18,06-11-2020 00:04,0,,,0,No questions from the press after spewing his word vomit because Donnie Bitchtits is a PUSSY,,,
2929,eat pussy,bikbikkss,1.33E+18,11-11-2020 09:04,0,,,1,minecraft chewing noise plays whenever i eat pussy,,,
1945,boobies,klemmtim_tim,1.33E+18,11-11-2020 08:09,0,,,1,Nice boobies❤❤❤❤,,,
706,ass,TaE_CaPo,1.33E+18,11-11-2020 06:56,0,,,1,Mane I’m surprised Bagg stil with that hatin ass hoe,,,
3325,skank whore,alan41653845,1.33E+18,07-11-2020 21:12,0,,,1,Sick of this cheating corrupt bastard and his skank whore,,,
2193,butt,TheFiazSadiq,1.33E+18,11-11-2020 08:25,0,,,0,"Tekken 7 UGP CLP Gujranwala GG Atif Butt vs Hamza Super – GGAtifButt #UGP #Hamza Here you find variety of videos showcasing the amazing talent of Pakistan. From the newest players to Oldest Legends, and names of ...",,,
3550,wanking,theifunanya_,1.33E+18,12-11-2020 11:48,2,,,0,Lol you’re so funny. You’re calling wanking during a work meeting a mistake? Nawa,,,
1333,Balls,jizzking,1.33E+18,11-11-2020 07:12,0,,,1,what size are your balls,,,
1798,bitchtits,Tarsnot,1.33E+18,07-11-2020 23:08,7,,,1,"Nice bitchtits, max... you sporting about a B-cup?",,,
501,Aroused,MoonManJester,1.33E+18,10-11-2020 13:47,0,,,1,"So I guess you have a kinky sea life fetish with that picture of hooks penetrating Patrick's vulnerable mouth. I mean it's your avatar so you obviously get sexually aroused by it, pretty suspect bruh. Kids are fucking ugly human beings who shit themselves, 2d is lines on a screen",,,
2110,Breast Job,_yazzieb,1.33E+18,10-11-2020 21:24,1,,,0,"A new job that I thought was going to be taken away, my grandma going into hospital, a breast cancer scare, anxiety that my contraceptive would be withheld, my dog being run over, the threat of a pay cut, severe neck pain, my cat developing a heart murmur, weight gain, (2)",,,
3143,prostitute,SteffyWyatt,1.33E+18,11-11-2020 05:12,0,,,1,"So Maisy Gibbons is basically the neighborhood prostitute on the down low, who sleeps with women's husbands.",,,
765,ass,TelBoy6969,1.33E+18,11-11-2020 06:53,0,,,1,What an incredible sexy ass 🔥🔥🔥🔥🍆💦😈,,,
3302,skank bitch,E_BONeY_BONeZ,1.32E+18,02-11-2020 22:27,0,,,1,3rd bitch I beat up was at a biker party I kicked her skank ass I'm sure they got it on film,,,
815,ass cowboy,kick_ass_cowboy,1.33E+18,10-11-2020 03:09,0,,,0,I’m going give $500 to someone random who retweets this tweet in the next 24 hours (must be following me so I can dm you if…,,,
2810,dickslap,Starry_Boom,1.33E+18,09-11-2020 02:40,1,,,1,if any intruders enter your home you can easily dickslap/clitslap them,,,
1728,bitch ass,BADWOI_F,1.33E+18,11-11-2020 06:42,0,,,0,Lucky ass Bitch.,,,
2618,cunt,mrbtc09,1.33E+18,11-11-2020 09:39,0,,,1,AttiCUNT Thomas. The only cunt you saw was when you glanced at yourself in the rear view mirror. At least you could hav…,,,
2735,dick beaters,Ninababii5,1.32E+18,05-11-2020 21:05,0,,,1,My babydad in jail gaining weight imma really have to start putting the dick beaters on him cause he gonna feel himself 🤦🏾‍♀️,,,
2561,cunt,KrimboSausage,1.33E+18,11-11-2020 08:56,0,,,0,"When you insist there is a right or wrong way to observe remembrance you make it about you and what you think it should be instead of the memory of the fallen This makes you a cunt I have no compuction about telling to fuck the fuck off, as people have recently found out",,,
955,asslicker,chinweoke_,1.33E+18,08-11-2020 10:47,1,,,1,You're not better than me you are an asslicker.,,,
2877,eat pussy,BillHur05848405,1.33E+18,11-11-2020 10:10,0,,,1,"Me, will eat the Pussy until we get your side of bed wet. Then we share our other side of the bed all naked",,,
3596,whore,n3w_magic_wand,1.33E+18,12-11-2020 18:49,1,,,1,he watches porn and is a big whore,,,
426,Aroused,KazeHirasawa,1.33E+18,10-11-2020 16:13,0,,,1,aroused (it reminds me of negev),,,
2747,Dick for brains,Jordan25880735,1.33E+18,08-11-2020 22:02,0,,,0,"You said they did in 2016, since results weren't certified till the end of the month, dick for brains.",,,
2042,boobies,popnrockdontmix,1.33E+18,11-11-2020 05:59,1,,,1,POOR THING GOT SUNBURNT AND HAD TO LOOK AT HER BOOBIES,,,
3496,sodomize,BasedZolo,1.33E+18,11-11-2020 03:21,2,,,1,"Rumor has it, that Rock is on his way to sodomize Junior as we speak.",,,
2914,eat pussy,shoda723,1.33E+18,11-11-2020 09:26,1,,,1,"Rubs her pussy ""it looks great neo i can't wait to eat it""",,,
245,Aroused,BotsandXanax,1.33E+18,10-11-2020 21:56,0,,,1,"Once upon a time, Nora the insane stalker set out for adventure. An old drugged out lunatic told Nora a story. 'Listen well' she said to Nora, 'to this aroused by Randi saga. ' Once upon a time, Nora the creep stalker set sail for adventure. Nora went home.'",,,
819,ass cowboy,OfficialValliec,1.33E+18,10-11-2020 02:31,1,,,0,I see my cowboy looking ass,,,
498,Aroused,runaway_egg,1.33E+18,10-11-2020 13:51,4,,,1,am i weird for being partially aroused by hearing someone logistically explain why i am in fact just a machine made to sexually please people,,,
3340,skanky,L3mon_ssi,1.33E+18,10-11-2020 08:55,1,,,1,Mrs. Fatass heard me talking. (Come on you know who. The one at the guidance. The skanky lookin,,,
2002,boobies,jjongcares,1.33E+18,11-11-2020 07:21,0,,,1,DOESNT JIJI MEAN BOOBIES OR NIPPLES OR SOMETHING HELLO??&amp;!'?&amp;?'?'?,,,
3297,skank bitch,ballet__heidi,1.32E+18,04-11-2020 15:02,0,,,1,To everyone circled in red: your moms a hoe To every circled in black: This. Girl. Is. The. Nastiest. Skank. Bitch.,,,
2562,cunt,yeahvictoriaaa_,1.33E+18,11-11-2020 08:55,9,,,0,"I’m continuously infuriated at Jarryd Hayne. Purely talent wise, he should be standing on that field representing his time at the blues but instead he’s watching at home cause he’s a cunt",,,
1888,boobies,LunaBlake_Bot,1.33E+18,11-11-2020 07:08,0,,,0,Rechi-chan catched my boobies at the sauna... It was ackward &gt;////&lt;,,,
179,Aroused,hassdadddyy,1.33E+18,10-11-2020 21:01,2,,,1,Tried to fuck the world and couldn't even get aroused,,,
2592,cunt,Jinks_12,1.33E+18,11-11-2020 09:13,0,,,0,cunt copied my eyes 🤣 is funny as fuck ffs🤣,,,
798,ass cowboy,candylotus,1.33E+18,11-11-2020 04:26,0,,,0,"I drive a Suzuki samurai, I wear big ass ornate cowboy boots, and I’m looking for justice.",,,
974,Bad Fuck,lightskin512,1.33E+18,11-11-2020 07:03,0,,,0,Fuck I'm hurting so bad😐,,,
477,Aroused,Abymarie6,1.33E+18,10-11-2020 14:34,3,,,1,Oh they don’t. A lot of men don’t know the female clitoris gets “hard” when aroused 🥴😂😂,,,
1709,bitch,DanniElTravies0,1.33E+18,11-11-2020 07:27,0,,,1,I’m an emotional bitch tonight and my nipples hurt. Is Mercury in reggaeton or something?,,,
2834,eat me,talltaria,1.33E+18,11-11-2020 10:49,0,,,0,"My eating is very disordered but if I were to like bring this up to a doctor they wouldn't be like ""it's because of adhd and trauma"" (correct) they'd be like ""ok so eat healthier"" so it's pozole fruti lupis for me.",,,
2521,cunt,GraanyJanni,1.33E+18,11-11-2020 09:43,0,,,0,"That dopey lying cunt will probably swear he never uttered a word that day, because a big boy did it and ran away and t…",,,
1601,bitch,_moethoughts,1.33E+18,11-11-2020 07:27,0,,,0,u can gtf from under that in call that bitch back,,,
485,Aroused,kaaman_man,1.33E+18,10-11-2020 14:18,0,,,1,Goddess of navel . She is my 2nd most devoted goddess in bollywood . She never failed to make me aroused in any award per…,,,
3215,rape,de_1_c,1.33E+18,11-11-2020 06:41,0,,,0,"Rape cases are increasing in the country. as citizens we must stand up against this bad behaviour. today it is them ,…",,,
2632,cunt,ana_cunt,1.33E+18,11-11-2020 08:57,0,,,1,I saw a tiktok that said that men get boners when they poop and I have never been the same since,,,
3477,sluts,porn_click_855,1.33E+18,11-11-2020 04:31,0,,,1,Naughty indian sluts . . . .…,,,
397,Aroused,Msj26Nc,1.33E+18,10-11-2020 17:33,0,,,1,If my energy alone doesn’t get you aroused then I ain’t the one for you.,,,
306,Aroused,horstiefm,1.33E+18,10-11-2020 20:00,6,,,1,"Aroused by seeing You in a vid on i take waiting position and repeat the mantra thankfully: “i worship You, MATRIARCH EZADA SINN! i belong to You!”",,,
2600,cunt,revalo___,1.33E+18,11-11-2020 09:09,0,,,0,"Apart from 3 of my friends, any boy that gets heartbroken deserves it imo. That's what you get for being a loving, trustin…",,,
382,Aroused,mattcapito,1.33E+18,10-11-2020 17:57,1,,,1,Is it possible to be aroused by a press conference? Asking for a friend. #Mets #LFGM,,,
